name,age,country,intMatches,matches,batInns,notOuts,runs,ballsFaced,foursScored,sixesScored,catches&stumpings,bowlInns,ballsBowled,runsConceded,wickets
Abdul Hadi,17,Afghanistan,0,2,2,0,0,3,0,0,3,0,0,0,0
Abdul Malik,24,Afghanistan,0,2,2,0,17,22,2,0,0,0,0,0,0
Abdul Rahman,20,Afghanistan,0,17,9,6,85,56,5,6,8,17,341,463,14
Abdul Wasi,20,Afghanistan,0,12,11,5,139,173,8,2,0,12,232,307,16
Abdullah Adil,28,Afghanistan,0,14,8,4,40,31,5,1,0,14,264,399,8
Abid Mohammadi,19,Afghanistan,0,4,4,0,109,80,7,7,1,0,0,0,0
Abidullah Taniwal,20,Afghanistan,0,7,7,3,65,43,9,2,2,7,126,139,5
Afsar Zazai,28,Afghanistan,2,29,27,9,534,501,48,12,22,0,0,0,0
Aftab Alam,29,Afghanistan,12,43,22,8,83,83,9,3,12,43,883,1206,53
Akbar Musazai,26,Afghanistan,0,4,4,0,54,55,4,2,2,0,0,0,0
Allah Ghazanfar,15,Afghanistan,0,3,1,0,1,6,0,0,0,3,54,56,5
Allah Noor,19,Afghanistan,0,6,4,1,73,69,3,4,2,0,0,0,0
Amir Hamza,30,Afghanistan,33,64,24,14,118,116,6,4,6,64,1323,1432,58
Amir Zazai,21,Afghanistan,0,2,1,0,2,8,0,0,0,2,42,57,2
Arif Khan,21,Afghanistan,0,3,1,0,12,6,1,1,0,3,24,55,0
Asghar Afghan,34,Afghanistan,75,122,114,14,2751,2261,169,157,34,5,31,51,3
Asif Musazai,18,Afghanistan,0,9,8,1,149,131,11,6,2,0,0,0,0
Azmatullah Omarzai,22,Afghanistan,5,26,17,7,310,225,24,16,8,25,548,635,28
Bahar Shinwari,21,Afghanistan,0,15,15,0,368,270,39,22,2,0,0,0,0
Bahir Shah,22,Afghanistan,0,8,8,0,157,157,11,3,5,0,0,0,0
Batin Shah,32,Afghanistan,0,15,8,5,93,62,9,5,3,14,283,452,12
Bilal Sami,18,Afghanistan,0,5,1,1,1,1,0,0,0,5,90,135,3
Darwish Rasooli,22,Afghanistan,4,32,29,6,679,499,51,37,17,0,0,0,0
Dawlat Zadran,34,Afghanistan,34,68,38,19,212,142,17,11,20,68,1425,1861,89
Fareed Ahmad,27,Afghanistan,16,49,13,6,66,59,8,1,7,49,1012,1407,50
Farhan Zakhil,19,Afghanistan,0,10,9,0,170,140,22,7,1,0,0,0,0
Farmanullah,21,Afghanistan,0,12,12,3,211,171,15,12,2,11,198,307,4
Fazal Niazai,32,Afghanistan,1,17,14,4,123,135,5,4,2,12,217,367,10
Fazal Zazai,29,Afghanistan,0,15,15,1,276,271,16,15,2,0,0,0,0
Fazalhaq Farooqi,21,Afghanistan,6,22,3,2,2,10,0,0,4,22,507,514,23
Fitratullah Khawari,25,Afghanistan,0,13,8,2,14,34,0,0,2,13,234,316,11
Ghamai Zadran,25,Afghanistan,0,19,18,4,353,286,22,22,8,0,0,0,0
Gulbadin Naib,31,Afghanistan,53,110,92,27,1353,1016,97,67,42,79,1271,1751,64
Haji Murad Muradi,33,Afghanistan,0,10,8,2,93,124,4,4,3,0,0,0,0
Hamid Hassan,35,Afghanistan,25,54,22,8,83,91,6,2,7,54,1200,1341,66
Hashmatullah Shahidi,27,Afghanistan,4,43,40,12,1234,992,128,34,11,2,24,14,2
Hassan Eisakhil,16,Afghanistan,0,8,8,2,214,195,21,8,5,0,0,0,0
Hazratullah Zazai,24,Afghanistan,25,88,88,3,2467,1688,248,146,31,1,12,19,1
Ibrahim Zadran,20,Afghanistan,3,32,27,7,736,560,57,32,18,14,183,266,6
Ihsanullah,24,Afghanistan,1,35,34,2,782,627,76,33,11,0,0,0,0
Ijaz Ahmad Ahmadzai,19,Afghanistan,0,3,1,0,4,3,1,0,0,0,0,0,0
Ikram Alikhil,21,Afghanistan,0,30,21,10,120,135,7,1,23,0,0,0,0
Imran,20,Afghanistan,0,4,4,0,56,57,7,0,0,0,0,0,0
Imran Mohammadi,20,Afghanistan,0,5,4,1,38,50,3,0,0,3,60,93,2
Islam Zazai,19,Afghanistan,0,2,2,1,15,18,1,0,1,0,0,0,0
Ismat Alam,20,Afghanistan,0,6,3,1,59,40,4,3,7,5,42,62,1
Izharulhaq Naveed,18,Afghanistan,0,10,2,2,4,3,0,0,2,10,201,220,12
Jalat Khan,41,Afghanistan,0,5,5,0,84,76,7,5,1,0,0,0,0
Jamshid Khan,19,Afghanistan,0,7,6,1,22,32,1,1,0,6,107,106,6
Javed Tarakai,18,Afghanistan,0,1,1,0,0,4,0,0,0,0,0,0,0
Juma Gul,22,Afghanistan,0,13,13,1,126,162,10,3,4,9,120,170,1
Kamran Hotak,17,Afghanistan,0,2,2,1,20,32,0,0,0,0,0,0,0
Karim Janat,23,Afghanistan,36,79,59,10,1282,923,100,76,19,77,1539,1962,74
Mohammad Akram,22,Afghanistan,0,4,4,0,37,44,4,1,0,0,0,0,0
Mohammad Ibrahim,23,Afghanistan,0,8,3,1,0,2,0,0,0,8,168,200,10
Mohammad Ishaq,17,Afghanistan,0,10,9,3,45,59,2,2,2,0,0,0,0
Mohammad Nabi,37,Afghanistan,91,337,286,56,5109,3698,353,254,157,328,6508,7565,308
Mohammad Sabir,19,Afghanistan,0,1,0,0,0,0,0,0,0,0,0,0,0
Mohammad Saleem,19,Afghanistan,0,12,0,0,0,0,0,0,0,12,264,314,12
Mohammad Shahzad,35,Afghanistan,70,150,150,12,4197,3117,470,169,137,0,0,0,0
Mohammadullah Najibullah,19,Afghanistan,0,4,3,0,70,61,6,4,1,0,0,0,0
Mohammadullah Hamkar,20,Afghanistan,0,3,0,0,0,0,0,0,0,3,60,98,2
Mujeeb Ur Rahman,21,Afghanistan,23,173,56,26,212,214,16,7,36,173,3934,4360,190
Munir Ahmad,26,Afghanistan,0,21,17,5,299,242,17,11,5,0,0,0,0
Muslim  Musa,25,Afghanistan,0,25,22,8,162,122,14,7,8,24,417,650,24
Najibullah Zadran,29,Afghanistan,73,164,146,37,3147,2272,221,172,62,2,12,8,1
Nangeyalia Kharote,18,Afghanistan,0,15,10,4,114,80,12,4,3,12,240,283,17
Nasir Totakhil,22,Afghanistan,0,11,5,2,32,47,4,0,4,11,204,236,12
Naveed Obaid,21,Afghanistan,0,5,5,0,71,81,11,0,2,0,0,0,0
Naveen-ul-Haq,22,Afghanistan,13,107,41,16,194,211,17,4,34,107,2243,2951,133
Nijat Masood,23,Afghanistan,3,24,8,6,6,17,0,0,4,24,486,665,25
Nisar Wahdat,23,Afghanistan,0,11,9,2,124,103,11,3,2,0,0,0,0
Noor Ahmad,17,Afghanistan,1,43,16,10,54,57,3,2,15,43,946,1165,43
Noor Ali Zadran,34,Afghanistan,20,52,51,7,1462,1235,139,38,11,0,0,0,0
Noor-ul-Haq,24,Afghanistan,0,1,1,0,1,3,0,0,0,1,6,24,0
Qais Ahmad,21,Afghanistan,2,125,63,17,527,426,38,30,36,122,2643,3131,143
Qasim OryaKhail,30,Afghanistan,0,4,4,0,37,55,4,0,4,0,0,0,0
Rahim Mangal,27,Afghanistan,0,7,6,1,49,63,4,1,1,0,0,0,0
Rahmanullah,19,Afghanistan,0,8,4,1,71,75,8,0,5,0,0,0,0
Rahmanullah Gurbaz,20,Afghanistan,22,80,79,3,1996,1295,157,137,50,1,3,9,0
Rahmat Shah,29,Afghanistan,0,30,26,1,396,369,25,14,8,14,185,230,10
Rashid Khan,23,Afghanistan,61,336,191,63,1564,1068,111,102,100,334,7756,8228,466
Riaz Hassan,19,Afghanistan,0,8,8,0,99,108,11,2,1,0,0,0,0
Rokhan Barakzai,33,Afghanistan,3,15,5,3,6,13,0,0,1,15,289,400,11
Samiullah Shinwari,34,Afghanistan,64,136,118,27,2057,1705,147,86,42,81,1288,1503,53
Sayed Shirzad,27,Afghanistan,4,28,17,7,115,97,14,1,7,28,602,808,35
Sediqullah Atal,20,Afghanistan,0,12,11,0,152,150,13,4,7,0,0,0,0
Sediqullah Pacha,23,Afghanistan,0,11,8,2,49,53,3,2,0,0,0,0,0
Shabir Noori,30,Afghanistan,1,20,19,1,204,235,25,3,4,0,0,0,0
Shahidullah,23,Afghanistan,0,39,31,9,761,661,59,24,11,32,474,573,20
Shamsurrahman,22,Afghanistan,0,6,6,1,61,59,6,0,4,4,78,112,1
Shapoor Zadran,35,Afghanistan,36,83,31,14,82,120,1,9,9,82,1674,2012,90
Sharafuddin Ashraf,27,Afghanistan,12,47,28,8,328,236,21,20,18,45,895,1071,43
Shawkat Zaman,22,Afghanistan,0,24,20,6,402,360,28,17,5,0,0,0,0
Suliman Arabzai,18,Afghanistan,0,1,1,1,20,15,1,0,0,0,0,0,0
Suliman Safi,19,Afghanistan,0,1,1,1,7,11,0,0,1,0,0,0,0
Mohammad Tahir,24,Afghanistan,0,19,15,3,156,163,7,5,8,6,60,95,4
Tamim Surkhorodi,21,Afghanistan,0,9,9,1,148,113,12,9,2,0,0,0,0
Usman Adil,27,Afghanistan,0,3,3,1,55,78,2,3,0,0,0,0,0
Usman Ghani,25,Afghanistan,26,58,58,5,1729,1445,186,47,27,1,6,16,0
Usman Ghani,19,Afghanistan,0,1,0,0,0,0,0,0,0,1,24,13,3
Wafadar Momand,22,Afghanistan,0,18,6,4,2,11,0,0,2,18,348,463,15
Waheedullah Shafaq,25,Afghanistan,0,22,22,6,249,250,27,4,12,0,0,0,0
Wahidullah Ali,22,Afghanistan,0,5,2,0,41,46,1,2,1,0,0,0,0
Waleed Stanekzai,17,Afghanistan,0,3,0,0,0,0,0,0,0,3,66,89,5
Yama Arab,18,Afghanistan,0,1,0,0,0,0,0,0,0,1,12,45,0
Yamin Ahmadzai,30,Afghanistan,2,32,11,6,29,39,3,0,4,32,653,1000,34
Yousuf Shah,23,Afghanistan,0,1,1,0,19,21,1,0,0,0,0,0,0
Yousuf Zazai,23,Afghanistan,0,17,3,1,5,8,1,0,3,17,349,482,14
Zahir Khan,23,Afghanistan,0,89,32,15,73,83,6,3,10,86,1907,2276,98
Zia Ul Haq Essakhail,22,Afghanistan,0,5,5,0,54,52,3,3,0,0,0,0,0
Zia-ur-Rehman,24,Afghanistan,0,28,11,6,38,44,1,2,6,28,594,687,32
Ziaur Rahman,23,Afghanistan,1,17,6,1,22,25,1,1,8,17,372,554,21
Zubaid Akbari,22,Afghanistan,0,9,9,1,205,193,14,10,5,8,137,183,9
Bruno Angeletti,35,Argentina,4,4,1,0,1,4,0,0,0,0,0,0,0
Pedro Baron,21,Argentina,11,11,9,1,188,174,16,5,5,0,0,0,0
Pedro Bruno,34,Argentina,6,6,5,1,56,79,2,0,0,0,0,0,0
Ramiro Escobar,26,Argentina,11,11,9,3,196,208,15,2,11,0,0,0,0
Hernan Fennell,34,Argentina,11,11,6,2,27,24,4,1,1,11,185,196,19
Alejandro Ferguson,44,Argentina,11,11,9,3,221,217,21,3,3,0,0,0,0
Jonathan Hurley,42,Argentina,7,7,1,0,0,1,0,0,2,7,156,144,10
Agustin Husain,30,Argentina,10,10,2,1,8,7,1,0,4,8,144,117,7
Alan\tKirschbaum,20,Argentina,6,6,6,1,19,34,1,0,5,6,109,136,4
Lautaro Musiani,26,Argentina,10,10,10,1,118,133,14,0,4,8,155,144,7
Augusto Mustafa,30,Argentina,1,1,0,0,0,0,0,0,0,1,18,9,0
Esteban Nino,36,Argentina,2,2,1,1,1,1,0,0,0,1,12,21,0
Tomas Rossi,21,Argentina,6,6,4,1,2,8,0,0,3,6,98,118,6
Martin Siri,43,Argentina,10,10,10,2,206,203,17,2,4,0,0,0,0
Sean Abbott,30,Australia,8,110,67,17,571,516,33,23,66,108,2087,2961,136
Ashton Agar,28,Australia,46,130,95,27,1145,990,79,44,69,122,2454,2900,110
Wes Agar,25,Australia,0,39,13,7,46,47,3,0,3,39,799,1163,49
Justin Avendano,28,Australia,0,19,17,0,251,223,17,14,0,0,0,0,0
Cameron Bancroft,29,Australia,1,79,72,15,1692,1395,125,37,39,0,0,0,0
Xavier Bartlett,23,Australia,0,23,11,6,154,124,16,3,7,22,409,567,23
James Bazley,27,Australia,0,20,19,6,216,164,15,10,5,18,317,434,15
Jason Behrendorff,32,Australia,9,105,25,15,135,124,7,5,40,103,2191,2706,117
Nicholas Bertus,29,Australia,0,2,2,0,19,22,0,0,0,0,0,0,0
Jackson Bird,35,Australia,0,78,22,13,76,92,2,1,33,77,1527,1932,65
Scott Boland,33,Australia,3,62,23,16,71,81,7,0,8,62,1369,1902,75
Cameron Boyce,33,Australia,7,88,40,14,277,231,17,16,13,87,1828,2302,97
Max Bryant,23,Australia,0,48,48,2,1012,763,116,33,23,0,0,0,0
Joe Burns,32,Australia,0,86,81,13,1594,1339,110,59,31,8,54,71,3
Jake Carder,26,Australia,0,1,1,0,10,13,0,0,0,0,0,0,0
Alex Carey,30,Australia,38,103,89,10,2229,1749,211,62,89,0,0,0,0
Hilton Cartwright,30,Australia,0,81,73,18,1565,1256,118,61,34,12,104,208,4
Dan Christian,39,Australia,23,393,338,91,5736,4140,378,285,181,339,5697,8031,276
Jack Clayton,23,Australia,0,2,2,0,21,23,4,0,0,0,0,0,0
Harry Conway,29,Australia,0,18,3,1,8,10,0,0,1,18,386,525,16
Brody Couch,22,Australia,0,14,5,2,12,20,1,0,2,14,258,353,16
Nathan Coulter-Nile,34,Australia,28,146,80,30,669,506,47,40,46,143,3105,4029,170
Xavier A Crone,24,Australia,0,2,1,0,1,4,0,0,0,2,18,29,0
Pat Cummins,29,Australia,39,117,65,27,645,459,38,39,28,117,2622,3467,132
Ben Cutting,35,Australia,7,194,163,43,2718,1838,177,171,90,167,2818,4239,130
Oliver Davies,21,Australia,0,15,13,2,158,107,6,12,7,0,0,0,0
Travis Dean,30,Australia,0,3,3,0,50,44,4,0,0,0,0,0,0
Brendan Doggett,28,Australia,0,29,9,4,31,32,3,0,8,29,544,761,29
Daniel Drew,26,Australia,0,3,3,1,45,38,4,0,0,0,0,0,0
Ben Dwarshuis,28,Australia,1,97,49,25,420,331,30,15,23,95,2020,2802,117
Jack Edwards,22,Australia,0,29,24,0,357,343,35,2,15,0,0,0,0
Mickey Edwards,27,Australia,0,3,1,1,0,0,0,0,3,3,54,84,2
Nathan Ellis,27,Australia,3,60,38,17,202,183,13,6,25,60,1295,1689,72
Zak Evans,22,Australia,0,10,3,1,8,9,0,1,7,10,168,281,13
Fawad Ahmed,40,Australia,2,164,35,20,86,114,6,3,22,160,3548,4145,168
Aaron Finch,35,Australia,92,356,350,34,10699,7646,1027,430,154,28,239,369,7
Jake Fraser-McGurk,20,Australia,0,19,18,3,239,225,13,7,11,1,6,10,0
Ryan Gibson,28,Australia,0,25,21,6,239,221,19,4,11,1,6,10,0
Matthew Gilkes,22,Australia,0,26,23,1,439,365,40,14,8,0,0,0,0
David Grant,25,Australia,0,2,1,1,1,1,0,0,0,2,48,48,3
Cameron Green,23,Australia,1,14,10,2,108,105,7,0,4,2,30,37,2
Chris Green,28,Australia,0,151,97,34,999,756,78,28,89,150,2912,3458,122
Liam Guthrie,25,Australia,0,6,3,1,17,12,2,1,3,6,132,204,6
Peter Handscomb,31,Australia,2,111,98,23,1732,1462,127,39,66,0,0,0,0
Aaron Hardie,23,Australia,0,31,21,4,275,212,13,12,15,24,354,537,16
Sam Harper,25,Australia,0,61,59,5,1179,896,107,37,45,0,0,0,0
Mackenzie Harvey,21,Australia,0,35,32,4,591,497,51,17,21,0,0,0,0
Peter Hatzoglou,23,Australia,0,28,7,3,18,28,1,0,4,27,595,768,32
Josh Hazlewood,31,Australia,30,82,17,13,62,65,6,1,12,82,1872,2307,112
Travis Head,28,Australia,17,97,93,13,2251,1695,159,95,32,44,445,627,22
Sam Heazlett,26,Australia,0,49,49,3,851,672,69,34,21,1,6,15,0
Moises Henriques,35,Australia,24,244,220,48,4597,3587,350,139,108,159,2492,3397,116
Clint Hinchliffe,25,Australia,0,23,14,4,89,107,4,1,7,22,294,411,15
Nick Hobson,27,Australia,0,7,6,1,136,119,11,3,4,0,0,0,0
Baxter Holt,22,Australia,0,9,7,1,84,88,5,3,10,0,0,0,0
Daniel Hughes,33,Australia,0,94,89,13,2076,1717,189,50,28,0,0,0,0
Henry Hunt,25,Australia,0,6,6,0,102,92,8,3,2,0,0,0,0
Josh Inglis,27,Australia,7,78,73,9,1961,1316,207,63,61,0,0,0,0
Caleb Jewell,25,Australia,0,32,30,1,570,476,62,9,12,0,0,0,0
Josh Kann,22,Australia,0,3,0,0,0,0,0,0,0,3,30,76,1
Matthew Kelly,27,Australia,0,30,11,4,72,58,5,3,8,30,644,908,46
Thomas Kelly,21,Australia,0,15,12,2,214,165,14,6,5,0,0,0,0
Hayden Kerr,26,Australia,0,35,21,6,306,232,22,8,8,31,555,755,40
Usman Khawaja,35,Australia,9,107,106,8,2978,2299,362,46,24,0,0,0,0
Matthew Kuhnemann,25,Australia,0,18,7,4,22,22,3,0,6,16,276,354,11
Marnus Labuschagne,28,Australia,1,32,30,2,786,616,65,19,17,27,366,546,24
Josh Lalor,34,Australia,0,65,32,14,140,161,10,2,20,65,1318,1846,66
Nick Larkin,32,Australia,0,43,38,11,835,684,86,15,17,0,0,0,0
Jake Lehmann,30,Australia,0,33,28,4,341,312,34,3,15,4,24,42,1
Jay Lenton,31,Australia,0,22,13,7,141,105,9,6,17,0,0,0,0
Chris Lynn,32,Australia,18,241,233,24,6656,4642,563,370,66,7,78,93,3
Nathan Lyon,34,Australia,2,50,18,7,60,64,4,0,15,48,1000,1219,57
Nic Maddinson,30,Australia,6,132,123,11,2321,1873,213,95,53,19,198,241,13
Benjamin Manenti,25,Australia,0,22,6,4,25,32,0,1,5,20,378,441,16
Mitchell Marsh,30,Australia,38,147,137,33,3503,2706,246,154,59,95,1344,1863,70
Shaun Marsh,39,Australia,15,204,201,24,6638,5176,636,210,66,2,12,13,0
Glenn Maxwell,33,Australia,87,362,340,49,8193,5402,684,391,177,243,3230,4131,128
Nathan McAndrew,29,Australia,0,41,19,11,147,92,14,5,15,41,736,1141,34
Ben McDermott,27,Australia,23,114,109,17,2902,2163,195,144,71,0,0,0,0
Ronan McDonald,30,Australia,0,1,0,0,0,0,0,0,0,1,12,21,1
Steven McGiffin,25,Australia,0,2,2,1,20,23,1,0,1,2,12,23,0
Nathan McSweeney,23,Australia,0,4,4,0,42,46,4,0,0,2,12,12,0
Riley Meredith,26,Australia,5,63,11,5,23,24,2,0,10,63,1355,1895,79
Jonathan Merlo,23,Australia,0,9,8,1,46,45,5,0,1,3,24,30,0
David Moody,27,Australia,0,6,1,0,8,15,0,0,0,6,96,148,5
Lance Morris,24,Australia,0,13,2,1,2,8,0,0,3,13,171,281,3
Todd Murphy,21,Australia,0,4,0,0,0,0,0,0,0,3,54,46,1
Arjun Nair,24,Australia,0,36,24,12,251,213,15,7,9,31,486,623,23
Michael Neser,32,Australia,0,88,52,19,441,385,32,13,43,86,1700,2375,92
Peter Nevill,36,Australia,9,57,40,14,374,347,31,4,31,0,0,0,0
Harry Nielsen,27,Australia,0,26,19,5,265,236,21,4,15,0,0,0,0
Tom O'Connell,22,Australia,0,8,4,2,12,17,1,0,3,7,84,112,5
Steve O'Keefe,37,Australia,7,111,53,16,538,483,55,9,34,104,2099,2377,98
Mitchell Owen,20,Australia,0,7,5,4,37,25,6,0,1,6,79,119,2
Joel Paris,29,Australia,0,28,8,4,25,37,1,0,11,27,539,774,25
Wil Parker,20,Australia,0,7,4,2,41,29,3,1,1,5,78,140,1
Kurtis Patterson,29,Australia,0,44,40,2,872,714,78,23,24,0,0,0,0
James Pattinson,32,Australia,4,57,26,9,125,120,7,5,16,57,1169,1680,63
Jimmy Peirson,29,Australia,0,89,80,19,1303,1042,112,36,61,0,0,0,0
Lachlan Pfeffer,31,Australia,0,4,4,0,109,95,9,3,2,0,0,0,0
Josh Philippe,25,Australia,10,84,83,10,2093,1529,194,65,59,0,0,0,0
Lloyd Pope,22,Australia,0,24,4,2,6,11,1,0,1,24,438,586,19
Jack Prestwidge,26,Australia,0,24,13,3,139,119,10,7,4,22,333,452,17
Will Prestwidge,20,Australia,0,3,3,1,23,19,1,2,0,3,56,93,4
Sam Rainbird,30,Australia,0,24,12,5,34,37,2,0,8,24,451,669,17
Matt Renshaw,26,Australia,0,49,48,6,1062,839,90,25,18,17,198,270,7
Jhye Richardson,25,Australia,18,76,38,22,289,246,20,12,25,76,1661,2210,95
Kane Richardson,31,Australia,33,145,50,22,357,314,22,12,55,142,3095,4134,185
Thomas Rogers,23,Australia,0,1,1,0,32,25,4,1,0,0,0,0,0
Tom Rogers,28,Australia,0,25,11,4,76,79,5,3,4,25,542,759,29
Alex Ross,30,Australia,0,82,70,17,1546,1206,111,53,33,0,0,0,0
Patrick Rowe,21,Australia,0,1,1,0,3,6,0,0,1,0,0,0,0
Chris Sabburg,32,Australia,0,12,7,2,69,83,3,1,8,1,6,5,0
Daniel Sams,29,Australia,7,97,79,18,903,598,49,62,39,95,1966,2813,114
Gurinder Sandhu,29,Australia,0,64,19,11,63,68,5,1,16,63,1240,1682,62
Jason Sangha,22,Australia,0,25,23,5,623,504,47,18,11,7,60,85,4
Tanveer Sangha,20,Australia,0,27,5,3,19,25,2,0,6,27,528,662,37
James Seymour,30,Australia,0,9,8,2,112,91,10,4,0,3,30,28,0
D'Arcy Short,31,Australia,23,136,136,14,4265,3256,443,138,58,97,1410,1958,59
Matthew Short,26,Australia,0,53,50,4,951,719,64,42,29,30,408,504,11
Peter Siddle,37,Australia,2,101,30,16,69,88,5,1,19,100,2085,2648,125
Jordan Silk,30,Australia,0,97,78,22,1654,1332,115,29,52,0,0,0,0
Steven Smith,33,Australia,57,229,200,43,4724,3771,416,107,130,52,824,1056,54
Mitchell Starc,32,Australia,51,114,39,19,196,206,15,2,36,113,2517,3107,160
Mark Steketee,28,Australia,0,61,31,9,169,167,10,7,20,61,1286,1909,78
Marcus Stoinis,32,Australia,44,199,178,47,4075,3024,347,152,51,116,1608,2386,87
Will Sutherland,22,Australia,0,29,20,5,117,114,4,6,7,23,321,517,13
Mitchell Swepson,28,Australia,7,61,24,11,83,83,6,2,18,59,1262,1585,64
Henry Thornton,25,Australia,0,9,2,2,0,0,0,0,2,9,187,271,14
Ashton Turner,29,Australia,18,139,119,27,2012,1471,127,87,48,41,389,470,23
Andrew Tye,35,Australia,32,195,78,31,551,450,35,30,63,192,4192,5673,274
Matthew Wade,34,Australia,63,187,162,26,3598,2662,299,123,113,0,0,0,0
Charlie Wakim,31,Australia,0,4,4,0,90,82,11,1,2,1,6,18,0
David Warner,35,Australia,91,328,327,43,10870,7691,1075,405,158,2,7,15,0
Jake Weatherald,27,Australia,0,82,81,5,2029,1576,200,79,31,0,0,0,0
Beau Webster,28,Australia,0,53,43,12,857,695,60,26,32,15,216,275,2
Jonathan Wells,33,Australia,0,123,114,34,2774,2260,239,46,41,3,13,22,0
Sam Whiteman,30,Australia,0,45,40,3,653,537,63,17,28,0,0,0,0
Jack Wildermuth,28,Australia,2,56,33,4,308,261,11,17,10,56,1045,1467,42
Jack Wood,25,Australia,0,2,2,0,14,16,0,1,0,2,24,41,2
Daniel Worrall,31,Australia,0,68,26,15,159,138,14,4,17,67,1352,1828,54
Macalister Wright,24,Australia,0,12,11,2,199,177,12,6,6,2,30,53,1
Adam Zampa,30,Australia,62,205,65,28,238,272,20,3,29,201,4320,5245,238
Abdullah Akbarjan,32,Austria,23,23,12,2,65,70,3,2,12,22,437,440,27
Abrar Bilal,37,Austria,10,10,9,3,152,117,12,6,14,0,0,0,0
Ahsan Yousuf,38,Austria,3,3,2,0,30,24,2,1,0,3,66,98,5
Aqib Iqbal,25,Austria,26,26,13,4,173,174,8,5,9,25,534,522,28
Arsalan Arif,26,Austria,3,3,2,1,53,39,9,0,4,0,0,0,0
Mehar Cheema,28,Austria,9,9,7,2,80,72,7,1,2,0,0,0,0
Habib Ahmadzai,29,Austria,10,10,10,2,125,121,12,2,3,2,24,25,4
Iqbal Hossain,27,Austria,15,15,12,0,418,236,35,35,7,3,42,42,4
Itibarshah Deedar,19,Austria,7,7,2,2,4,7,0,0,2,7,106,147,2
Jaweed Sadran,20,Austria,13,13,8,3,45,31,5,1,3,13,163,235,11
Mirza Ahsan,33,Austria,22,22,20,5,403,222,30,24,2,0,0,0,0
Amit\tNathwani,21,Austria,20,20,5,4,11,17,0,0,3,19,378,375,28
Osman Khan,17,Austria,1,1,0,0,0,0,0,0,0,1,6,20,0
Armaan Randhawa,27,Austria,8,8,7,1,170,161,13,4,1,0,0,0,0
Razmal Shigiwal,23,Austria,29,29,26,5,792,549,60,34,6,3,48,54,2
Sahel Zadran,32,Austria,23,23,9,3,47,34,2,2,9,23,391,460,20
Shahil Momin,31,Austria,14,14,12,3,238,226,16,2,10,14,321,304,24
Mark Simpson-Parker,25,Austria,25,25,19,2,324,325,22,8,14,5,42,58,4
Umair Tariq,24,Austria,10,10,2,1,21,20,1,1,6,8,88,126,4
Navin Wijesekera,28,Austria,7,7,7,2,77,64,5,1,2,0,0,0,0
Abdul Majid,30,Bahrain,6,6,3,2,15,13,2,0,0,6,126,119,10
Ammad Uddin,46,Bahrain,12,12,11,3,187,109,18,11,0,2,7,11,0
Anasim Khan,43,Bahrain,12,12,9,2,87,75,6,3,3,11,228,300,7
George Axtell,20,Bahrain,2,2,1,1,0,2,0,0,3,2,42,42,1
Fiaz Ahmed,34,Bahrain,10,10,10,3,181,140,8,13,7,0,0,0,0
Haider Butt,24,Bahrain,9,9,7,2,79,70,5,3,4,3,36,32,4
Imran Ali,36,Bahrain,12,12,10,0,179,188,10,8,7,0,0,0,0
Imran Anwar,32,Bahrain,17,17,9,4,56,73,2,0,2,17,345,413,15
Junaid Aziz,28,Bahrain,12,12,7,1,73,82,8,1,3,9,114,144,15
Prashant Kurup,34,Bahrain,3,3,2,1,84,55,7,2,2,0,0,0,0
David Mathias,31,Bahrain,4,8,7,2,164,183,17,4,1,6,90,114,3
Muhammad Younis,35,Bahrain,11,11,11,1,233,167,24,11,3,1,6,13,0
Sarfaraz Ali,40,Bahrain,17,17,17,1,569,338,49,43,4,15,267,309,8
Shahbaz Badar,30,Bahrain,7,7,7,0,110,111,12,0,1,0,0,0,0
Shahid Mahmood,32,Bahrain,3,3,0,0,0,0,0,0,0,3,60,98,2
Umer Imtiaz,39,Bahrain,4,4,4,0,51,61,3,2,3,0,0,0,0
Sathaiya Veerapathiran,31,Bahrain,10,10,8,3,94,55,6,7,4,9,162,185,9
Waseeq Ahmed,35,Bahrain,8,8,1,1,1,1,0,0,2,8,144,159,7
Abu Hider,26,Bangladesh,13,80,39,20,320,283,23,16,33,77,1415,2005,63
Afif Hossain,22,Bangladesh,47,129,116,16,2222,1796,193,86,51,59,606,880,30
Akbar Ali,20,Bangladesh,0,35,26,7,393,306,23,19,25,0,0,0,0
Aks Swadhin,19,Bangladesh,0,7,3,2,13,11,2,0,2,7,120,193,7
Alauddin Babu,30,Bangladesh,0,59,39,16,401,302,23,23,20,47,806,1176,41
Alok Kapali,38,Bangladesh,7,110,82,24,1047,985,80,32,24,68,977,1238,51
Aminul Islam,22,Bangladesh,10,28,15,8,87,92,9,1,6,26,464,594,24
Anamul Haque,29,Bangladesh,19,150,145,10,3027,2565,263,118,84,0,0,0,0
Arafat Sunny,35,Bangladesh,10,132,50,25,225,263,18,3,38,129,2483,2853,126
Ariful Haque,29,Bangladesh,9,106,84,23,1272,1100,79,40,52,18,202,323,10
Ebadot Hossain,28,Bangladesh,0,43,13,10,26,33,1,1,8,43,915,1193,42
Farhad Reza,36,Bangladesh,13,144,89,18,898,730,63,42,61,132,2396,3332,113
Hasan Mahmud,22,Bangladesh,3,25,8,5,19,18,3,0,4,25,517,694,24
