name,age,country,intMatches,matches,batInns,notOuts,runs,ballsFaced,foursScored,sixesScored,catches&stumpings,bowlInns,ballsBowled,runsConceded,wickets
Alex Thomson,28,England,0,20,11,5,89,63,7,4,6,19,318,434,15
Reece Topley,28,England,15,120,28,21,70,82,5,2,27,116,2474,3380,155
Liam Trevaskis,23,England,0,54,39,17,346,266,23,14,33,47,1025,1298,47
James Vince,31,England,17,304,295,29,8274,6161,934,202,157,7,78,87,3
Matthew Waite,26,England,0,25,16,6,103,82,10,2,5,24,355,572,18
Thilan Walallawita,24,England,0,14,6,1,23,20,2,1,4,14,222,299,11
Roman Walker,21,England,0,13,8,3,28,30,2,1,3,13,251,388,17
Max Waller,34,England,0,144,36,21,106,136,6,1,86,138,2774,3398,139
Paul Walter,28,England,0,75,57,17,985,705,80,42,34,44,612,930,29
Harrison Ward,22,England,0,19,19,4,277,221,26,8,7,1,6,5,1
Joe Weatherley,25,England,0,49,46,4,1068,819,79,35,20,1,6,9,0
James Weighell,28,England,0,44,27,10,239,174,11,17,20,42,699,1111,28
Ben Wells,22,England,0,1,1,0,42,29,4,1,0,0,0,0,0
Luke Wells,31,England,0,24,20,3,232,210,20,7,10,17,283,380,12
Tom Westley,33,England,0,107,95,10,2529,1949,279,54,37,22,246,310,8
Graeme White,35,England,0,144,62,30,467,347,37,23,57,131,2381,3216,120
Ross Whiteley,33,England,0,171,153,38,2816,1997,184,160,67,10,102,181,4
David Willey,32,England,35,227,169,35,3268,2345,249,171,93,204,3910,5157,228
Chris Woakes,33,England,16,125,73,38,852,622,69,30,47,122,2472,3393,137
Chris Wood,32,England,0,162,62,23,445,410,34,10,41,158,3326,4549,173
Luke Wood,27,England,0,71,27,12,143,133,8,3,25,70,1216,1693,61
Mark Wood,32,England,19,40,14,8,107,104,10,0,4,40,849,1168,46
Luke Wright,37,England,51,344,320,28,8526,5970,904,301,103,122,1799,2563,79
Rob Yates,22,England,0,15,15,0,252,185,28,10,2,3,48,66,1
Saif Zaib,24,England,0,40,31,6,601,439,61,18,17,11,114,162,2
Abdul Rahman,23,France,1,1,1,1,1,2,0,0,1,0,0,0,0
Abdulmalik Jabarkhel,19,France,2,2,0,0,0,0,0,0,0,0,0,0,0
Lingeswaran Canessane,19,France,7,7,7,2,36,42,1,0,2,0,0,0,0
Dawood Ahmadzai,28,France,9,9,4,3,5,18,0,0,5,9,198,202,7
Ibrahim Jabarkhel,19,France,7,7,3,2,12,12,0,1,5,5,66,87,4
Hevit Jackson,25,France,9,9,9,1,147,159,11,1,7,0,0,0,0
Alestin Johnmary,29,France,2,2,2,0,8,14,0,0,1,0,0,0,0
Jubaid Ahamed,35,France,9,9,8,3,49,46,2,2,4,0,0,0,0
Rohullah Mangal,18,France,5,5,2,0,3,6,0,0,1,5,66,103,3
Gustav Mckeon,18,France,5,5,5,0,377,229,27,23,3,4,60,65,4
Mobashar Ashraf,34,France,2,2,1,0,2,4,0,0,0,2,24,24,1
Mustafa Omer,22,France,1,1,1,0,4,11,0,0,1,0,0,0,0
Noman Amjad,18,France,9,9,9,0,115,115,5,3,2,8,180,243,12
Rahmatullah Mangal,19,France,9,9,8,2,69,63,4,2,3,9,182,192,11
Suventhiran Santhirakumaran,29,France,5,5,5,0,73,97,6,0,3,0,0,0,0
Usman Khan,31,France,4,4,4,0,41,40,5,1,1,4,78,83,4
Usman Shahid,30,France,4,4,4,0,96,90,5,3,4,4,74,76,5
Virk Ali,25,France,4,4,4,1,76,82,4,3,1,0,0,0,0
Zain Ahmad,18,France,5,5,5,0,21,32,2,0,4,5,78,85,7
Abdul Stanikzai,20,Germany,5,5,5,0,71,88,4,3,3,0,0,0,0
Abdul-Shakoor Rahimzei,23,Germany,22,22,20,2,269,261,20,7,10,10,141,152,8
Ahmadschah Ahmadzai,22,Germany,1,1,0,0,0,0,0,0,0,1,12,24,2
Hamid Wardak,34,Germany,11,11,5,3,37,55,3,0,1,9,185,196,14
Vaseekaran Aritharan,35,Germany,1,1,1,0,7,11,0,0,0,0,0,0,0
Asad Mohammad,29,Germany,11,11,4,1,12,12,2,0,5,10,174,191,3
Azmat Ali,35,Germany,2,2,1,0,17,20,0,1,0,1,6,9,0
Elam Bharathi,29,Germany,22,22,5,1,3,12,0,0,8,22,443,371,29
Dylan Blignaut,27,Germany,19,19,18,2,267,294,13,11,6,16,232,260,16
Justin Broad,22,Germany,5,5,5,1,169,140,18,2,1,3,21,30,0
Vijayshankar Chikkannaiah,35,Germany,22,22,22,2,468,488,35,11,3,0,0,0,0
Faisal Mubashir,35,Germany,11,27,25,9,693,619,59,8,9,7,96,126,5
Fayaz Khan,25,Germany,6,6,4,1,21,20,1,1,4,4,72,87,3
Venkatraman Ganesan,37,Germany,29,29,23,6,216,258,7,0,16,27,438,399,15
Ghulam Ahmadi,25,Germany,23,23,8,7,35,33,2,0,7,23,523,432,21
Husnain Kabeer,26,Germany,1,1,1,0,5,6,0,0,1,0,0,0,0
Israr Khan,33,Germany,2,2,0,0,0,0,0,0,0,2,24,37,0
Dieter Klein,33,Germany,13,44,31,13,187,170,13,6,12,41,810,1008,38
Muslim Yar,23,Germany,22,22,8,2,83,68,6,2,9,22,432,452,26
Nooruddin Mujadady,30,Germany,6,6,3,1,28,17,2,1,1,5,90,148,4
Michael Richardson,35,Germany,16,62,50,15,860,780,73,12,41,0,0,0,0
Sachin Mandy,31,Germany,5,5,5,0,77,84,7,2,10,0,0,0,0
Sahir Naqash,32,Germany,21,21,16,7,181,143,11,8,9,18,276,323,19
Sajid Liaqat,36,Germany,6,6,2,1,15,15,0,1,0,6,142,197,12
Amith Sarma,39,Germany,5,5,4,0,66,77,4,1,2,0,0,0,0
Shoaib Khan,29,Germany,6,6,5,1,24,32,2,0,0,0,0,0,0
Harmanjot Singh,28,Germany,23,23,22,5,375,310,36,5,4,1,6,16,0
Harish Srinivasan,30,Germany,8,8,3,1,20,37,0,0,10,0,0,0,0
Talha Khan,35,Germany,21,21,21,3,338,353,26,7,2,1,1,1,0
Walter Behr,26,Germany,5,5,5,1,41,38,2,2,3,5,102,86,9
Amoluk Singh,47,Ghana,10,10,10,2,289,223,43,7,3,9,138,143,5
Moses Anafie,34,Ghana,10,10,8,2,89,78,7,5,3,7,114,136,7
Daniel Anefie,21,Ghana,11,11,7,3,57,51,3,2,4,10,186,175,6
Samson Awiah,32,Ghana,11,11,5,0,89,110,4,3,4,9,150,179,14
Aziz Sualley,23,Ghana,3,3,0,0,0,0,0,0,0,2,30,21,2
Richmond Baaleri,19,Ghana,2,2,1,0,1,8,0,0,1,0,0,0,0
Kofi Bagabena,33,Ghana,15,15,6,3,47,47,2,0,9,15,217,275,13
Godfred Bakiweyem,23,Ghana,12,12,6,4,28,40,0,0,4,12,226,268,12
Francis Bakiweyem,39,Ghana,3,3,3,1,13,27,0,0,1,0,0,0,0
Rexford Bakum,23,Ghana,15,15,14,1,245,186,19,15,3,3,60,56,9
Devender Singh,31,Ghana,11,11,9,7,152,106,11,7,4,0,0,0,0
Obed Harvey,32,Ghana,11,11,9,2,211,185,25,3,1,11,228,203,14
Joseph Theodore,22,Ghana,11,11,5,1,31,33,3,1,11,0,0,0,0
James Vifah,32,Ghana,14,14,14,1,237,205,24,6,3,3,37,48,2
Ali Abdulla Popalzae,30,Greece,1,1,1,0,0,3,0,0,0,1,18,21,3
Alexandros Karvelas,22,Greece,4,4,4,0,80,83,3,5,1,4,84,100,2
Aslam Mohammad,50,Greece,10,10,8,1,129,101,8,11,4,7,127,164,5
Ilias Bardis,40,Greece,2,2,2,1,2,6,0,0,0,1,6,12,1
Christodoulos Bogdanos,22,Greece,4,4,4,1,31,46,2,0,2,0,0,0,0
Spiridon Bogdos,26,Greece,4,4,4,0,24,59,1,0,3,0,0,0,0
Gerasimos Fatouros,25,Greece,4,4,4,0,84,72,7,4,2,4,60,75,3
Georgios Galanis,18,Greece,10,10,7,3,57,35,4,4,9,10,175,195,14
Andreas Gasteratos,25,Greece,2,2,1,0,4,10,0,0,0,0,0,0,0
Panagiotis Magafas,53,Greece,4,4,3,0,49,50,5,0,0,0,0,0,0
Anastasios Manousis,43,Greece,11,11,11,2,118,101,14,4,4,3,42,51,2
Amarpreet Mehmi,31,Greece,11,11,9,1,60,84,4,1,6,8,102,137,4
Thomas Zotos,17,Greece,7,7,5,1,13,12,1,1,1,2,24,25,2
Aftab Hussain,24,Hong Kong,10,10,3,3,7,5,1,0,1,10,228,248,16
Aizaz Khan,29,Hong Kong,44,64,51,13,449,442,31,7,11,63,1207,1421,69
Babar Hayat,30,Hong Kong,29,52,49,7,987,832,77,36,20,0,0,0,0
Ehsan Khan,37,Hong Kong,28,28,19,9,195,170,11,10,6,28,606,604,30
Haroon Arshad,22,Hong Kong,19,19,17,4,290,216,22,9,0,17,213,252,13
Scott McKechnie,30,Hong Kong,24,24,21,8,233,243,16,2,16,0,0,0,0
Mohammad Ghazanfar,27,Hong Kong,10,10,4,3,12,14,1,0,2,10,192,191,10
Nizakat Khan,30,Hong Kong,48,72,69,3,1286,1072,118,34,34,20,362,363,21
Kinchit Shah,26,Hong Kong,40,51,42,8,604,579,48,14,13,27,415,515,14
Shahid Wasif,25,Hong Kong,22,22,20,5,300,276,21,9,9,0,0,0,0
Ayush Shukla,19,Hong Kong,3,3,2,1,0,1,0,0,0,2,42,70,1
Yasim Murtaza,31,Hong Kong,5,38,26,3,305,258,25,11,14,30,564,705,20
Zeeshan Ali,33,Hong Kong,5,5,5,1,85,85,9,0,1,0,0,0,0
Abhijeet Ahuja,35,Hungary,14,14,14,1,300,294,24,7,3,0,0,0,0
Abhishek Ahuja,36,Hungary,9,9,9,0,165,180,15,5,8,0,0,0,0
Bhavani Adapaka,32,Hungary,13,13,5,3,5,16,0,0,1,11,229,297,8
Akramullah Malikzada,29,Hungary,5,5,2,1,0,2,0,0,1,3,18,44,1
Kalum Akurugoda,31,Hungary,2,2,2,0,7,10,0,1,0,1,24,52,1
Ali Farasat,29,Hungary,11,11,10,1,115,91,8,7,0,0,0,0,0
Ali Yalmaz,24,Hungary,9,9,8,1,22,39,0,0,1,8,138,218,7
Satyadeep Ashwathnarayana,36,Hungary,14,14,11,3,203,162,14,11,7,0,0,0,0
Mark Fontaine,16,Hungary,5,5,4,1,8,13,0,0,0,5,60,79,4
Gabor Torok,40,Hungary,1,1,1,1,0,0,0,0,0,0,0,0,0
Khaibar Deldar,32,Hungary,15,15,14,0,154,136,14,7,6,4,60,106,3
Abishek Kheterpal,41,Hungary,13,13,13,5,195,164,23,4,2,13,298,379,7
Harshvardhan Mandhyan,31,Hungary,17,17,17,1,213,216,16,8,4,16,382,474,21
Sandeep Mohandas,33,Hungary,16,16,8,6,55,60,3,0,4,15,306,407,15
Sanjay Kumar,35,Hungary,2,2,2,1,9,7,1,0,0,0,0,0,0
Zahir Mohammed,31,Hungary,14,14,13,0,262,167,22,18,5,1,6,23,0
Zeeshan Kukikhel,26,Hungary,11,11,11,0,498,283,57,27,7,10,198,284,13
Varun Aaron,32,India,0,89,31,17,124,177,11,3,13,87,1799,2583,89
Abdul Ela Al Quraishi,24,India,0,1,0,0,0,0,0,0,0,1,24,29,1
Abdul Samad,20,India,0,46,38,10,733,508,45,46,26,13,120,204,4
Abhijeet Saket,27,India,0,7,2,0,0,2,0,0,1,7,135,186,8
Abhinav Srivastava,20,India,0,2,2,0,10,15,1,0,1,0,0,0,0
Abhishek Goswami,24,India,0,5,5,0,86,86,9,2,3,0,0,0,0
Abhishek Sharma,21,India,0,57,55,9,1217,889,113,52,15,25,300,358,16
Abhishek Yadav,27,India,0,14,14,2,270,213,25,10,2,3,29,36,1
Abid Mushtaq,25,India,0,15,6,1,41,43,4,1,1,14,288,291,13
Himalay Agarwal,28,India,0,20,18,0,258,269,13,10,2,0,0,0,0
Mayank Agarwal,31,India,0,177,171,11,4113,3072,405,147,72,1,6,8,0
Shubham Agarwal,28,India,0,12,7,2,119,101,4,5,2,11,233,228,18
Tanmay Agarwal,27,India,0,52,52,3,1509,1168,167,33,20,0,0,0,0
Abu Nechim,33,India,0,80,41,13,241,216,14,11,10,79,1525,1915,78
Khaleel Ahmed,24,India,14,79,12,5,10,29,0,0,13,79,1772,2397,103
Rajjakuddin Ahmed,26,India,0,27,25,5,352,241,26,20,19,24,303,389,15
Suraj Ahuja,22,India,0,6,4,0,33,41,3,0,4,0,0,0,0
Akash Deep,25,India,0,26,8,3,42,36,2,2,7,26,563,687,31
Akash Luitel,24,India,0,5,3,2,25,34,2,1,1,3,49,49,4
Akash Singh,20,India,0,3,0,0,0,0,0,0,0,3,60,86,2
Sajeevan Akhil,31,India,0,4,1,1,9,4,2,0,3,3,48,75,3
Al Bashid Muhammed,24,India,0,10,10,1,109,178,6,2,6,0,0,0,0
Roshan Alam,27,India,0,9,4,3,18,18,2,0,2,9,174,176,6
Felix Alemao,27,India,0,13,5,4,22,21,0,1,6,11,216,320,14
Amit Ali,19,India,0,5,3,0,21,19,2,0,1,5,114,89,11
Amit Thakur,29,India,0,1,1,0,4,7,1,0,1,0,0,0,0
Amit Yadav,32,India,0,41,35,9,324,242,11,23,17,40,799,892,37
Anand Singh,35,India,0,27,26,3,638,534,84,16,11,20,270,376,10
Shashi Anand,24,India,0,1,1,0,0,4,0,0,0,1,4,12,0
Ankit Manori,21,India,0,1,1,0,19,9,3,1,0,1,18,25,0
Atharva Ankolekar,21,India,0,9,6,2,71,55,1,5,2,9,210,203,6
Anmolpreet Singh,24,India,0,39,31,2,516,484,36,16,15,0,0,0,0
Anuj Rawat,22,India,0,35,30,5,630,532,46,36,39,0,0,0,0
Anunay Singh,29,India,0,1,0,0,0,0,0,0,0,1,19,32,1
Baba Aparajith,28,India,0,54,46,10,975,897,68,24,30,25,332,324,16
Arjit Pannu,26,India,0,3,3,1,64,49,4,4,1,0,0,0,0
Sanyam Arora,20,India,0,1,1,1,68,46,8,3,0,0,0,0,0
Vaibhav Arora,24,India,0,17,7,5,5,13,0,0,4,17,367,466,15
Arpit Pannu,26,India,0,3,0,0,0,0,0,0,0,3,72,93,2
Arshdeep Singh,23,India,4,55,12,8,26,37,3,0,15,55,1165,1526,62
Priyansh Arya,21,India,0,2,2,0,26,27,5,0,1,0,0,0,0
Ashutosh Aman,36,India,0,23,15,3,100,129,4,2,6,22,474,461,30
Ashwin Hebbar,26,India,0,41,39,7,1117,893,112,37,15,11,156,238,7
Murugan Ashwin,31,India,0,93,30,13,131,157,5,4,28,93,1923,2339,91
Ravichandran Ashwin,35,India,54,285,110,43,1009,847,89,29,68,282,6156,7131,279
KM Asif,29,India,0,20,3,3,1,3,0,0,3,20,373,505,21
Auqib Nabi,25,India,0,14,6,0,62,53,1,5,2,14,294,392,17
Mohit Avasthi,29,India,0,5,0,0,0,0,0,0,0,5,120,145,10
Avesh Khan,25,India,11,74,17,7,58,49,3,5,15,73,1590,2146,94
Avneesh Sudha,20,India,0,9,8,0,67,68,8,1,2,1,12,21,0
Baba Indrajith,28,India,0,23,21,2,340,335,22,5,7,0,0,0,0
Babul Kumar,29,India,0,23,23,4,387,364,45,6,5,2,18,27,0
Satyajeet Bachhav,29,India,0,39,12,3,55,58,5,0,9,38,882,959,48
Ayush Badoni,22,India,0,18,12,3,169,141,12,7,12,2,12,11,2
Ankush Bains,26,India,0,46,42,3,780,722,87,16,42,0,0,0,0
Bal Krishna,23,India,0,5,2,0,1,4,0,0,3,5,114,150,9
Kengo Bam,33,India,0,6,1,0,1,3,0,0,1,5,68,113,2
Himalaya Barad,32,India,0,24,22,4,251,233,20,8,9,0,0,0,0
Basil Thampi,28,India,0,73,18,11,67,64,4,3,16,73,1524,2149,74
Rahul Batham,23,India,0,2,1,1,0,0,0,0,0,2,30,31,2
Raj Bawa,19,India,0,2,2,0,11,14,1,0,0,0,0,0,0
Ankush Bedi,30,India,0,3,2,1,8,5,0,1,1,3,60,87,3
Jayanta Behera,35,India,0,23,8,5,5,17,0,0,3,23,462,458,32
Jaideep Bhambhu,23,India,0,3,1,1,1,1,0,0,0,2,24,29,0
Shivam Bhambri,26,India,0,15,15,1,510,371,47,25,7,0,0,0,0
Srikar Bharat,28,India,0,63,58,5,1058,972,89,39,58,0,0,0,0
Suboth Bhati,31,India,0,44,20,8,139,116,11,9,10,42,895,1146,52
Vaibhav Bhatt,26,India,0,2,2,1,11,10,0,1,0,0,0,0,0
Ricky Bhui,25,India,0,51,49,11,1137,864,73,63,10,1,18,18,0
Parth Bhut,25,India,0,3,1,1,0,0,0,0,3,3,60,68,2
Mandup Bhutia,27,India,0,13,9,1,40,57,4,1,6,6,90,133,1
Chaitanya Bishnoi,27,India,0,42,41,6,924,796,93,23,20,5,48,60,2
Rajesh Bishnoi,32,India,0,5,5,0,33,50,2,0,1,5,108,111,5
Punit Bisht,36,India,0,59,48,5,877,612,90,36,42,1,6,11,0
Chetan Bist,32,India,0,26,22,6,462,393,33,16,30,0,0,0,0
Robin Bist,34,India,0,38,33,3,476,508,41,2,15,4,60,74,5
Jay Bista,26,India,0,33,33,4,1001,734,114,33,12,7,72,89,2
Rahul Buddhi,24,India,0,12,12,5,222,163,21,7,4,1,2,4,0
Jasprit Bumrah,28,India,58,208,37,26,90,105,6,3,30,207,4662,5443,255
KC Cariappa,28,India,0,38,11,6,54,43,0,5,5,38,840,946,37
Yuzvendra Chahal,32,India,62,251,40,24,78,147,1,0,58,248,5381,6780,287
Deepak Chahar,29,India,20,118,43,20,287,221,14,20,25,118,2520,3216,134
Rahul Chahar,23,India,6,84,34,14,169,168,16,4,27,83,1829,2258,98
Kunal Chandela,28,India,0,10,10,1,183,167,17,6,3,0,0,0,0
Shashank Chandrakar,28,India,0,26,26,2,631,458,61,27,18,0,0,0,0
Anish Charak,22,India,0,10,4,0,32,43,3,0,2,7,96,88,2
Sudip Chatterjee,30,India,0,26,23,3,513,433,60,4,8,1,6,5,0
Writtick Chatterjee,29,India,0,27,15,3,262,200,21,10,11,22,402,418,21
Shubham Chaubey,26,India,0,19,17,3,213,177,12,10,1,1,6,10,0
Shivam Chaudhary,25,India,0,18,18,1,357,325,37,8,8,11,136,181,3
Yuvraj Chaudhary,20,India,0,1,0,0,0,0,0,0,0,1,24,26,1
Saurav Chauhan,22,India,0,6,6,1,97,96,7,2,2,1,6,7,0
Shiva Chauhan,24,India,0,1,1,0,6,3,1,0,2,1,12,17,0
Piyush Chawla,33,India,7,256,144,46,1486,1201,128,56,67,255,5316,6583,270
Hem Chetri,21,India,0,9,6,2,47,33,5,1,7,3,36,49,2
Chongtham Mehul,33,India,0,1,1,0,1,3,0,0,0,1,12,35,0
Prashant Chopra,29,India,0,53,52,7,1537,1368,147,36,34,7,66,86,2
Aniket Choudhary,32,India,0,65,23,12,92,101,7,2,9,65,1401,1686,81
Akash Choudhary,22,India,0,16,6,4,18,37,0,0,5,16,325,395,19
Varun Choudhary,28,India,0,13,2,2,19,24,2,0,4,13,287,403,19
Rishabh Chouhan,22,India,0,16,13,2,189,151,15,9,8,1,6,4,1
Pradeep Dadhe,27,India,0,7,1,0,0,1,0,0,1,7,123,169,6
Mayank Dagar,25,India,0,37,15,1,51,81,3,0,18,37,766,814,32
MB Darshan,26,India,0,4,2,2,0,0,0,0,0,4,84,125,6
Abhishek Das,31,India,0,13,13,0,189,226,14,3,10,0,0,0,0
Pritam Das,33,India,0,56,27,10,64,69,5,2,14,56,1134,1378,64
Pratik Das,28,India,0,6,6,1,93,90,11,2,3,3,54,57,6
Rishav Das,32,India,0,27,27,0,485,446,71,1,8,0,0,0,0
Amlanjyoti Das,20,India,0,9,5,3,25,42,2,0,5,9,150,200,3
Bikramkumar Das,22,India,0,5,5,0,145,133,17,0,2,0,0,0,0
Pallavkumar Das,32,India,0,45,45,1,947,690,110,33,19,19,252,293,10
Ram Dayal,33,India,0,42,27,11,191,232,9,2,15,42,898,988,41
Dipayan Debbarma,22,India,0,4,3,1,39,48,1,1,2,0,0,0,0
Denish Das,20,India,0,10,10,1,173,205,12,3,4,0,0,0,0
Kumar Deobrat,29,India,0,68,56,9,845,733,72,36,22,0,0,0,0
Amogh Sunil Desai,29,India,0,36,34,1,423,444,43,15,10,17,174,217,9
Sanjeet Desai,24,India,0,4,3,1,79,65,4,4,0,0,0,0,0
Pavan Deshpande,32,India,0,26,21,6,517,372,39,19,7,12,123,175,4
Tushar Deshpande,27,India,0,33,9,4,31,25,3,1,6,33,700,1018,45
Kedar Devdhar,32,India,0,81,80,6,2282,1889,256,51,37,0,0,0,0
Mrunal Devdhar,29,India,0,37,37,1,852,703,95,21,18,0,0,0,0
Rajat Dey,25,India,0,22,20,5,411,327,25,19,4,1,6,12,0
Vipin Dhaka,25,India,0,3,3,0,38,49,3,0,2,0,0,0,0
Rishi Dhawan,32,India,1,107,86,38,1460,1240,134,31,25,102,2019,2529,93
Shikhar Dhawan,36,India,68,317,314,32,9235,7407,1034,212,129,6,48,66,4
Dheeraj Kumar,22,India,0,8,6,1,60,42,3,5,2,0,0,0,0
MS Dhoni,41,India,98,361,319,131,7167,5349,500,315,291,1,12,25,0
Rajesh Dhuper,22,India,0,23,23,3,435,434,35,11,19,0,0,0,0
Paras Dogra,37,India,0,92,89,16,2078,1782,139,85,51,1,1,1,0
Techi Doria,28,India,0,17,17,0,220,270,27,1,7,12,164,239,8
Shivam Dube,29,India,13,80,73,16,1309,953,84,76,27,55,735,1088,33
Praveen Dubey,29,India,0,22,16,7,126,123,10,3,14,22,375,446,20
Harsh Dubey,20,India,0,1,0,0,0,0,0,0,0,1,18,8,1
Shubham Dubey,27,India,0,5,4,0,84,68,4,4,2,0,0,0,0
Abhimanyu Easwaran,26,India,0,21,20,6,554,437,43,14,5,0,0,0,0
Fabid Ahmed,27,India,0,32,26,7,218,227,8,8,14,30,554,607,24
Ishaan Gadekar,24,India,0,3,3,1,37,32,5,2,0,0,0,0,0
Ruturaj Gaikwad,25,India,9,84,83,7,2541,1916,249,87,34,0,0,0,0
Chintan Gaja,27,India,0,24,10,5,41,50,1,1,6,23,465,499,26
Chirag Gandhi,32,India,0,60,50,16,969,826,76,27,33,0,0,0,0
Chinta Gandhi,27,India,0,4,1,1,9,10,0,0,0,4,60,71,2
Ganesh Satish,34,India,0,52,45,2,761,763,63,11,12,0,0,0,0
Nikhil Gangta,29,India,0,35,27,4,448,360,47,10,12,10,77,121,2
Sakibul Gani,22,India,0,11,9,2,192,181,13,7,4,1,6,8,0
Deepraj Gaonkar,24,India,0,26,19,2,228,227,21,4,12,14,216,324,6
Lakshay Garg,26,India,0,37,25,9,190,157,14,11,12,37,737,964,27
Priyam Garg,21,India,0,40,34,3,564,484,41,17,16,0,0,0,0
Aditya Garhwal,26,India,0,32,32,2,471,378,61,12,4,7,96,102,6
Gaurav Puri,31,India,0,8,8,1,115,81,12,6,2,0,0,0,0
Bishal Ghosh,26,India,0,7,7,1,109,122,14,0,3,0,0,0,0
Sayan Ghosh,29,India,0,34,5,3,29,25,5,0,11,34,718,915,47
Samit Gohel,31,India,0,1,1,0,18,19,2,0,0,0,0,0,0
Shreyas Gopal,28,India,0,83,35,10,389,323,39,7,19,80,1533,1935,92
Shreevats Goswami,33,India,0,104,94,9,2311,1966,258,39,61,0,0,0,0
Krishnappa Gowtham,33,India,0,71,54,12,610,391,53,32,22,71,1338,1659,53
Anshul Gupta,32,India,0,33,32,3,549,576,48,9,9,1,6,18,0
Arjit Gupta,32,India,0,33,31,5,483,371,30,36,10,4,54,56,3
Gurinder Singh,30,India,0,53,37,15,583,479,34,26,26,48,999,1154,44
Gurkeerat Singh Mann,32,India,0,118,100,23,1985,1600,188,70,58,19,222,262,8
Ram Gurung,24,India,0,3,1,0,7,9,0,0,0,3,54,49,1
Hari Nishaanth,25,India,0,27,26,4,593,475,57,25,7,2,11,18,0
Harpreet Brar,26,India,0,36,21,11,171,157,10,8,7,36,722,818,34
Harsh Tyagi,22,India,0,27,20,10,297,221,23,14,4,27,553,640,17
Harshit Rana,20,India,0,2,2,1,2,2,0,0,0,2,30,51,1
Mehdi Hassan,32,India,0,27,11,7,52,60,0,1,5,26,556,629,29
Vikas Hathwala,28,India,0,29,28,7,515,464,43,16,9,4,66,67,2
Henan Nazir,25,India,0,2,2,0,9,16,0,0,0,0,0,0,0
Akhil Herwadkar,27,India,0,19,19,0,466,413,48,10,12,2,19,26,0
Himan Phukan,24,India,0,2,0,0,0,0,0,0,0,2,42,37,1
Himmat Singh,25,India,0,32,27,8,524,406,39,26,12,1,3,0,1
Divyang Hinganekar,28,India,0,27,15,6,131,101,10,4,13,25,451,538,26
Mihir Hirwani,28,India,0,23,8,2,24,29,1,1,5,23,431,516,18
Deepak Hooda,27,India,7,164,136,27,2897,2058,201,134,74,58,751,981,18
Nitesh Hooda,23,India,0,1,1,1,0,0,0,0,0,1,12,14,0
Saruk Hossain,21,India,0,3,0,0,0,0,0,0,0,3,42,40,1
Hrishi Raj,27,India,0,2,1,0,1,1,0,0,0,2,42,68,4
Indiya Toku,27,India,0,1,1,0,1,6,0,0,0,0,0,0,0
Iqbal Abdulla,32,India,0,104,47,22,426,429,38,9,33,101,2055,2351,86
Iqlas Naha,27,India,0,4,4,0,27,29,0,1,0,0,0,0,0
Irfan-ul-Haq,26,India,0,1,0,0,0,0,0,0,0,1,6,18,0
Ishan Kishan,24,India,18,138,132,9,3579,2726,349,155,79,0,0,0,0
Chabungbam Ishworjit,28,India,0,3,2,2,10,8,1,0,0,0,0,0,0
Shreyas Iyer,27,India,45,187,183,30,4966,3821,411,199,73,5,49,81,1
Venkatesh Iyer,27,India,9,76,67,19,1584,1197,157,57,36,48,715,851,36
Sheldon Jackson,35,India,0,70,67,11,1534,1276,148,56,55,0,0,0,0
Dharmendrasinh Jadeja,32,India,0,47,18,5,155,98,14,8,18,43,842,983,34
Ravindra Jadeja,33,India,62,290,207,85,3134,2437,231,110,115,259,4696,5942,193
Vishvaraj Jadeja,24,India,0,15,13,2,206,178,21,4,7,0,0,0,0
Kedar Jadhav,37,India,9,155,135,33,2484,1935,222,82,62,4,60,88,4
Narayan Jagadeesan,26,India,0,45,40,11,946,807,82,31,17,0,0,0,0
Ishank Jaggi,33,India,0,68,66,15,1750,1435,190,38,21,6,73,83,2
Jagjit Singh,25,India,0,8,1,1,5,3,0,0,0,8,152,167,2
Prateek Jain,27,India,0,4,0,0,0,0,0,0,0,4,84,132,1
Saransh Jain,29,India,0,15,6,1,33,49,0,0,5,12,216,255,12
Mohit Jain,23,India,0,1,0,0,0,0,0,0,0,1,24,14,4
Saahil Jain,23,India,0,12,11,1,135,130,14,2,3,0,0,0,0
Yashasvi Jaiswal,20,India,0,33,32,0,687,527,79,27,6,3,13,30,0
Ayush Jamwal,22,India,0,22,9,4,72,61,5,4,6,22,482,491,14
Chirag Jani,32,India,0,43,32,8,526,403,35,22,15,41,768,906,29
Jaskaran Singh,32,India,0,32,23,11,214,146,13,15,3,31,609,764,26
Jaskaranvir Singh,28,India,0,24,22,6,374,337,40,10,19,0,0,0,0
Pankaj Jaswal,26,India,0,48,30,9,243,131,10,24,8,47,956,1153,73
Jay Gohil,21,India,0,1,1,0,10,8,1,1,1,0,0,0,0
Vijay Jethi,27,India,0,2,2,0,18,16,3,0,1,0,0,0,0
Johnson Singh,22,India,0,9,9,1,124,177,9,3,2,1,12,14,0
Rongsen Jonathan,35,India,0,30,29,3,512,500,44,15,4,6,77,87,1
Sijomon Joseph,24,India,0,3,1,0,0,2,0,0,0,3,66,84,0
Aniruddha Joshi,34,India,0,30,27,8,497,404,31,16,14,4,60,74,6
Aryan Juyal,20,India,0,7,5,1,67,54,6,1,1,0,0,0,0
Rohan Kadam,28,India,0,29,28,3,1027,804,116,27,9,0,0,0,0
Kaif Ahmed,25,India,0,10,8,3,177,161,18,3,5,0,0,0,0
